,Name,Year,Genre,Publisher,Platform,Platform_Company,Device_Type,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
11551,E0: Enemy Zero,1996,Adventure,Sega,SAT,SEGA,Console,0,0,410000,0,410000
11552,Need For Speed: Undercover,2008,Racing,Electronic Arts,DS,Nintendo,HHC,180000,30000,0,20000,230000
11553,Go Play: Circus Star,2009,Action,Majesco Entertainment,Wii,Nintendo,Console,120000,0,0,10000,130000
11554,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,Activision,PSP,Sony,HHC,230000,270000,0,160000,660000
11555,Legends of Wrestling,2002,Fighting,Acclaim Entertainment,GC,Nintendo,Console,100000,30000,0,0,130000
11556,Battlefield: Hardline,2015,Shooter,Electronic Arts,PS3,Sony,Console,120000,230000,70000,70000,490000
11557,Dark Tales: Edgar Allan Poe's The Premature Burial,2012,Puzzle,Focus Multimedia,PC,PC,PC,0,20000,0,0,20000
11558,Pirates: The Legend of Black Kat,2002,Adventure,Electronic Arts,PS2,Sony,Console,70000,50000,0,20000,140000
11559,Walt Disney Pictures Presents: The Wild,2006,Platform,Disney Interactive Studios,GBA,Nintendo,HHC,90000,30000,0,0,120000
11560,Fighters Destiny,1998,Fighting,Ocean,N64,Nintendo,Console,130000,30000,0,0,160000
11561,Haunted House,2010,Action,Atari,Wii,Nintendo,Console,130000,0,0,10000,140000
11562,Rhythm Heaven: The Best+,2015,Misc,Nintendo,3DS,Nintendo,HHC,0,0,710000,0,710000
11563,Family Feud: 2010 Edition,2009,Misc,Ubisoft,Wii,Nintendo,Console,590000,0,0,40000,630000
11564,Rayman 2: The Great Escape,2000,Platform,Ubisoft,PS,Sony,Console,180000,120000,0,20000,320000
11565,Tom Clancy's EndWar,2008,Strategy,Ubisoft,PS3,Sony,Console,320000,220000,10000,100000,650000
11566,Gladiator Begins,2010,Action,PQube,PSP,Sony,HHC,50000,10000,50000,10000,120000
11567,Rock Band 4,2015,Misc,Harmonix Music Systems,PS4,Sony,Console,250000,50000,0,70000,370000
11568,Don Bradman Cricket 14,2014,Sports,Tru Blu Entertainment,PS3,Sony,Console,0,20000,0,0,20000
11569,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,XB,Microsoft,Console,130000,40000,0,10000,180000
11570,Taishou Moebius Line Vitable,2016,Adventure,dramatic create,PSV,Sony,HHC,0,0,20000,0,20000
11571,Tamagotchi no Pichi Pichi Omisecchi,2010,Action,Namco Bandai Games,DS,Nintendo,HHC,0,0,130000,0,130000
11572,Angry Birds Star Wars,2013,Strategy,Activision,Wii,Nintendo,Console,210000,100000,0,30000,340000
11573,Tokyo Friend Park II DS,2006,Misc,Rocket Company,DS,Nintendo,HHC,0,0,20000,0,20000
11574,Einhänder,1997,Shooter,SquareSoft,PS,Sony,Console,100000,70000,130000,20000,320000
11575,Borderlands: Double Game Add-On Pack,2010,Shooter,Take-Two Interactive,X360,Microsoft,Console,100000,20000,0,10000,130000
11576,Majin and the Forsaken Kingdom,2010,Adventure,Namco Bandai Games,PS3,Sony,Console,90000,140000,10000,50000,290000
11577,Harukanaru Toki no Naka de 4,2008,Adventure,Tecmo Koei,PS2,Sony,Console,0,0,70000,0,70000
11578,Tom Clancy's The Division,2016,Shooter,Ubisoft,XOne,Microsoft,Console,1200000,620000,0,180000,2000000
11579,Skate,2007,Sports,Electronic Arts,X360,Microsoft,Console,620000,40000,0,60000,720000
11580,Midway Arcade Treasures: Extended Play,2005,Misc,Midway Games,PSP,Sony,HHC,210000,10000,0,20000,240000
11581,My Weight Loss Coach,2008,Sports,Ubisoft,DS,Nintendo,HHC,300000,540000,0,110000,950000
11582,Summon Night 4,2006,RPG,Banpresto,PS2,Sony,Console,0,0,180000,0,180000
11583,Pro Yaky? Spirits 2012,2012,Sports,Konami Digital Entertainment,PSV,Sony,HHC,0,0,60000,0,60000
11584,Alpha and Omega,2010,Action,Unknown,DS,Nintendo,HHC,60000,0,0,0,60000
11585,Monster High: New Ghoul in School,2015,Action,Little Orbit,Wii,Nintendo,Console,0,30000,0,0,30000
11586,Kidou Senkan Nadesico,1997,Strategy,Sega,SAT,SEGA,Console,0,0,150000,0,150000
11587,Warriors: Legends of Troy,2011,Action,Tecmo Koei,PS3,Sony,Console,60000,50000,70000,20000,200000
11588,Call of Duty 3,2006,Shooter,Activision,PS3,Sony,Console,600000,630000,30000,260000,1520000
11589,World Championship Poker 2: Featuring Howard Lederer,2005,Misc,505 Games,PSP,Sony,HHC,120000,0,0,10000,130000
11590,GRID 2,2013,Racing,Codemasters,X360,Microsoft,Console,80000,170000,0,30000,280000
11591,NHL FaceOff 98,1997,Sports,Sony Computer Entertainment,PS,Sony,Console,280000,190000,0,30000,500000
11592,Command & Conquer 3: Tiberium Wars,2007,Strategy,Electronic Arts,PC,PC,PC,0,60000,0,10000,70000
11593,Ultimate Band,2008,Misc,Disney Interactive Studios,DS,Nintendo,HHC,190000,20000,0,20000,230000
11594,Cabela's Survival: Shadows of Katmai,2011,Sports,Activision,X360,Microsoft,Console,140000,30000,0,10000,180000
11595,Mario Party 10,2015,Misc,Nintendo,WiiU,Nintendo,Console,690000,500000,240000,110000,1540000
11596,Madden NFL 10,2009,Sports,Electronic Arts,Wii,Nintendo,Console,630000,40000,0,60000,730000
11597,NBA 07,2006,Sports,Sony Computer Entertainment,PS2,Sony,Console,10000,10000,0,0,20000
11598,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,Action,THQ,GBA,Nintendo,HHC,250000,90000,0,10000,350000
11599,Guitar Hero Live,2015,Misc,Activision,WiiU,Nintendo,Console,120000,40000,0,20000,180000
11600,Gacharoku,2002,Misc,Sony Computer Entertainment,PS2,Sony,Console,0,0,30000,0,30000
11601,Tony Hawk's American Wasteland (Weekly american sales),2005,Sports,Activision,PS2,Sony,Console,1380000,50000,0,20000,1450000
11602,In Cold Blood,2000,Adventure,Sony Computer Entertainment,PS,Sony,Console,20000,10000,0,0,30000
11603,Penguin no Mondai: The World,2010,Adventure,Konami Digital Entertainment,DS,Nintendo,HHC,0,0,100000,0,100000
11604,Dark Summit,2001,Sports,THQ,PS2,Sony,Console,110000,80000,0,30000,220000
11605,Shadow Man: 2econd Coming,2002,Adventure,Acclaim Entertainment,PS2,Sony,Console,80000,60000,0,20000,160000
11606,Diabolik Lovers: More Blood,2015,Adventure,Idea Factory,PSV,Sony,HHC,0,0,20000,0,20000
11607,Rally Fusion: Race of Champions,2002,Racing,Activision,XB,Microsoft,Console,40000,10000,0,0,50000
11608,Major League Baseball 2K12,2012,Sports,Take-Two Interactive,Wii,Nintendo,Console,150000,0,0,10000,160000
11609,Greg Hastings Paintball 2,2010,Shooter,505 Games,Wii,Nintendo,Console,120000,0,0,10000,130000
11610,Trick x Logic: Season 1,2010,Adventure,Sony Computer Entertainment,PSP,Sony,HHC,0,0,50000,0,50000
11611,TV Total Events,2011,Misc,7G//AMES,Wii,Nintendo,Console,0,20000,0,0,20000
11612,Initial D: Extreme Stage,2008,Racing,Sega,PS3,Sony,Console,0,0,80000,0,80000
11613,Tokyo Xanadu,2015,RPG,Nihon Falcom Corporation,PSV,Sony,HHC,0,0,150000,0,150000
11614,PGA Tour 97,1996,Sports,Electronic Arts,PS,Sony,Console,160000,110000,0,20000,290000
11615,Spec Ops: The Line,2012,Shooter,Take-Two Interactive,X360,Microsoft,Console,210000,190000,0,40000,440000
11616,NASCAR Thunder 2003,2002,Racing,Electronic Arts,GC,Nintendo,Console,240000,60000,0,10000,310000
11617,Puss in Boots,2011,Action,THQ,DS,Nintendo,HHC,90000,10000,0,10000,110000
11618,Dragon Ball GT: Final Bout,1997,Fighting,Namco Bandai Games,PS,Sony,Console,20000,20000,220000,20000,280000
11619,Street Fighter Alpha 3,1998,Fighting,Virgin Interactive,PS,Sony,Console,380000,120000,510000,20000,1030000
11620,Marie no Atelier: Salburg no Renkinjutsushi,1997,RPG,Gust,PS,Sony,Console,0,0,230000,20000,250000
11621,Norse by Norsewest: The Return of the Lost Vikings,1997,Action,Interplay,PS,Sony,Console,40000,30000,0,0,70000
11622,Rock Band Track Pack Volume 2,2008,Misc,MTV Games,PS3,Sony,Console,110000,0,0,10000,120000
11623,Phoenix,1981,Simulation,Atari,2600,Atari,Console,420000,20000,0,0,440000
11624,Master of Monsters: Disciples of Gaia,1997,Strategy,Agetec,PS,Sony,Console,20000,10000,0,0,30000
11625,Spore Creatures,2008,Simulation,Electronic Arts,DS,Nintendo,HHC,670000,300000,0,110000,1080000
11626,From TV Animation One Piece: Treasure Battle!,2002,Fighting,Namco Bandai Games,GC,Nintendo,Console,0,0,280000,10000,290000
11627,Final Fantasy II,2001,RPG,SquareSoft,WS,Bandai,HHC,0,0,250000,0,250000
11628,SingStar Pop Vol.2,2008,Misc,Sony Computer Entertainment,PS2,Sony,Console,90000,70000,0,20000,180000
11629,Aliens in the Attic,2009,Action,Playlogic Game Factory,DS,Nintendo,HHC,50000,0,0,0,50000
11630,Legend of Kay,2015,Action,Nordic Games,PS4,Sony,Console,20000,30000,0,10000,60000
11631,Pitfall 3D: Beyond the Jungle,1998,Platform,Activision,PS,Sony,Console,180000,120000,0,20000,320000
11632,Castlevania Bloodlines,1994,Platform,Konami Digital Entertainment,GEN,SEGA,Console,0,0,40000,0,40000
11633,Watch Dogs,2014,Action,Ubisoft,WiiU,Nintendo,Console,80000,50000,0,10000,140000
11634,Clock Zero: Shuuen no Ichibyou Portable,2011,Adventure,Idea Factory,PSP,Sony,HHC,0,0,40000,0,40000
11635,Men in Black The Series: Crashdown,2001,Shooter,Infogrames,PS,Sony,Console,30000,20000,0,0,50000
11636,Knockout Kings 2000,1999,Fighting,Electronic Arts,PS,Sony,Console,1020000,340000,0,50000,1410000
11637,Safari Adventures: Africa,2007,Adventure,Neko Entertainment,Wii,Nintendo,Console,30000,0,0,0,30000
11638,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009,Action,Russel,DS,Nintendo,HHC,0,0,30000,0,30000
11639,Ridge Racer DS,2004,Racing,Namco Bandai Games,DS,Nintendo,HHC,140000,0,0,10000,150000
11640,Adventure Time: Finn & Jake Investigations,2015,Action,Little Orbit,PS3,Sony,Console,20000,70000,0,20000,110000
11641,FlatOut 2,2006,Racing,Empire Interactive,PS2,Sony,Console,80000,60000,0,20000,160000
11642,TRON: Evolution,2010,Action,Disney Interactive Studios,X360,Microsoft,Console,240000,50000,0,20000,310000
11643,Monster Hunter Frontier Online: Forward 2,2011,RPG,Capcom,X360,Microsoft,Console,0,0,30000,0,30000
11644,MLB 2K12 / NBA 2K12 Combo Pack,2012,Sports,Take-Two Interactive,X360,Microsoft,Console,40000,0,0,0,40000
11645,Gallop Racer (JP),1996,Sports,Tecmo Koei,PS,Sony,Console,40000,30000,160000,20000,250000
11646,The Hobbit,2003,Platform,Vivendi Games,XB,Microsoft,Console,180000,50000,0,10000,240000
11647,RC Revenge Pro,2000,Racing,Acclaim Entertainment,PS2,Sony,Console,80000,60000,0,20000,160000
11648,Jikkyou Powerful Pro Yakyuu 9,2002,Sports,Konami Digital Entertainment,GC,Nintendo,Console,0,0,110000,0,110000
11649,Tork: Prehistoric Punk,2005,Platform,Microsoft Game Studios,XB,Microsoft,Console,20000,10000,0,0,30000
11650,Ocean Commander,2009,Simulation,Valcon Games,Wii,Nintendo,Console,20000,0,0,0,20000
11652,MTX Mototrax,2004,Racing,Activision,PS2,Sony,Console,130000,100000,0,30000,260000
11653,NBA Street Homecourt,2007,Sports,Electronic Arts,PS3,Sony,Console,120000,20000,0,20000,160000
11654,PopCap Arcade Vol 2,2009,Misc,PopCap Games,X360,Microsoft,Console,30000,0,0,0,30000
11655,MTV Music Generator 3: This Is the Remix,2004,Misc,Codemasters,XB,Microsoft,Console,60000,20000,0,0,80000
11656,Contra Advance: The Alien Wars EX,2002,Shooter,Konami Digital Entertainment,GBA,Nintendo,HHC,80000,30000,0,0,110000
11657,Puyo Puyo Sun,1997,Puzzle,Compile,SAT,SEGA,Console,0,0,600000,0,600000
11658,Kurushi Final: Mental Blocks,1998,Puzzle,Sony Computer Entertainment,PS,Sony,Console,0,0,320000,20000,340000
11659,Cel Damage,2001,Racing,Electronic Arts,XB,Microsoft,Console,90000,30000,0,0,120000
11660,Rival Schools: United By Fate,1998,Fighting,Capcom,PS,Sony,Console,120000,80000,280000,30000,510000
11661,Gradius III and IV,2000,Shooter,Konami Digital Entertainment,PS2,Sony,Console,40000,30000,0,10000,80000
11662,Busou Renkin: Youkoso Papillon Park e,2007,Action,Marvelous Interactive,PS2,Sony,Console,0,0,20000,0,20000
11663,The Sims 2,2005,Simulation,Electronic Arts,XB,Microsoft,Console,190000,50000,0,10000,250000
11664,Prinny: Can I Really Be the Hero?,2008,Platform,Tecmo Koei,PSP,Sony,HHC,20000,10000,50000,10000,90000
11665,Ghostbusters: The Video Game,2009,Action,Atari,DS,Nintendo,HHC,260000,120000,0,40000,420000
11666,Gun Showdown,2006,Action,Activision,PSP,Sony,HHC,50000,10000,0,10000,70000
11667,Pirates PlundArrr,2010,Action,Majesco Entertainment,Wii,Nintendo,Console,20000,0,0,0,20000
11668,Brave: A Warrior's Tale,2009,Action,SouthPeak Games,X360,Microsoft,Console,50000,10000,0,0,60000
11669,Pro Evolution Soccer 2016,2015,Sports,Konami Digital Entertainment,XOne,Microsoft,Console,30000,60000,0,10000,100000
11670,The Terminator: Dawn of Fate,2002,Action,Atari,PS2,Sony,Console,200000,160000,0,50000,410000
11671,Ducati World Racing Challenge,2001,Racing,Acclaim Entertainment,PS,Sony,Console,20000,10000,0,0,30000
11672,Captain Tsubasa: New Kick Off,2010,Sports,Konami Digital Entertainment,DS,Nintendo,HHC,0,20000,60000,0,80000
11673,NBA Live 06 (All region sales),2005,Sports,Electronic Arts,PS2,Sony,Console,1440000,150000,0,50000,1640000
11674,Another Code R: A Journey into Lost Memories,2009,Adventure,Nintendo,Wii,Nintendo,Console,0,30000,30000,0,60000
11675,All-Star Baseball 2003,2002,Sports,Acclaim Entertainment,GC,Nintendo,Console,120000,30000,0,0,150000
11676,Choujikuu Yousai Macross: Ai Oboete Imasu ka,1997,Shooter,Namco Bandai Games,SAT,SEGA,Console,0,0,100000,0,100000
11677,Asura's Wrath,2012,Action,Capcom,X360,Microsoft,Console,150000,60000,10000,20000,240000
11678,Digimon Rumble Arena,2001,Fighting,Namco Bandai Games,PS,Sony,Console,10000,10000,0,0,20000
11679,Call of Duty: Modern Warfare: Mobilized,2009,Shooter,Activision,DS,Nintendo,HHC,370000,20000,0,30000,420000
11680,Story Hour: Fairy Tales,2008,Adventure,Zoo Digital Publishing,Wii,Nintendo,Console,40000,0,0,0,40000
11681,Half-Life,2001,Shooter,Vivendi Games,PS2,Sony,Console,290000,230000,0,80000,600000
11682,Uncharted 3: Drake's Deception,2011,Action,Sony Computer Entertainment,PS3,Sony,Console,2770000,2800000,190000,1060000,6820000
11683,Asphalt: Urban GT 2,2006,Racing,Ubisoft,DS,Nintendo,HHC,90000,40000,0,10000,140000
11684,Harvest Moon: The Lost Valley,2014,Simulation,Natsume,3DS,Nintendo,HHC,120000,20000,0,10000,150000
11685,Finding Nemo,2003,Action,THQ,GC,Nintendo,Console,690000,180000,0,20000,890000
11686,South Park: The Stick of Truth,2014,RPG,Ubisoft,X360,Microsoft,Console,570000,300000,0,80000,950000
11687,Ninja Warriors,1993,Action,Titus,SNES,Nintendo,Console,0,0,70000,0,70000
11688,Barnyard,2006,Action,THQ,GBA,Nintendo,HHC,30000,10000,0,0,40000
11689,Minna no DS Seminar: Kanpeki Eitango Ryoku,2006,Misc,TDK Core,DS,Nintendo,HHC,0,0,60000,0,60000
11690,Rocket League,2016,Sports,505 Games,PC,PC,PC,10000,10000,0,0,20000
11691,Franklin's Great Adventures,2006,Action,Game Factory,DS,Nintendo,HHC,20000,0,0,0,20000
11692,Sonic Jam,1997,Platform,Sega,SAT,SEGA,Console,0,0,120000,0,120000
11693,Rygar: The Battle of Argus,2008,Action,Rising Star Games,Wii,Nintendo,Console,90000,0,0,10000,100000
11694,Grand Prix Legends,1997,Racing,Vivendi Games,PC,PC,PC,0,10000,0,0,10000
11695,Secret Files 2: Puritas Cordis,2009,Adventure,Deep Silver,Wii,Nintendo,Console,0,30000,0,0,30000
11696,Happy Feet Two,2011,Action,Warner Bros. Interactive Entertainment,3DS,Nintendo,HHC,80000,20000,0,10000,110000
11697,Ultimate Duck Hunting,2009,Sports,Zoo Digital Publishing,Wii,Nintendo,Console,70000,0,0,10000,80000
11698,Remember Me,2013,Action,Capcom,X360,Microsoft,Console,100000,70000,0,20000,190000
11699,Dante's Inferno,2010,Action,Electronic Arts,PS3,Sony,Console,640000,280000,40000,130000,1090000
11700,Fairy Fencer F: Advent Dark Force,2015,RPG,Idea Factory International,PS4,Sony,Console,20000,0,50000,0,70000
11701,To Love-Ru Trouble: Darkness - True Princess,2015,Action,FuRyu,PSV,Sony,HHC,0,0,20000,0,20000
11702,Crush3D,2012,Platform,Sega,3DS,Nintendo,HHC,70000,40000,0,10000,120000
11703,Final Fantasy XII International Zodiac Job System,2007,RPG,Square Enix,PS2,Sony,Console,0,0,110000,0,110000
11704,Ridge Racer Unbounded,2012,Racing,Namco Bandai Games,PS3,Sony,Console,50000,100000,0,30000,180000
11705,The Seven Deadly Sins: Unjust Sin,2015,Adventure,Namco Bandai Games,3DS,Nintendo,HHC,0,0,80000,0,80000
11706,Call of Duty: Black Ops 3,2015,Shooter,Activision,PC,PC,PC,0,220000,0,10000,230000
11707,Valkyrie Profile: Lenneth,2006,RPG,Square Enix,PSP,Sony,HHC,170000,10000,160000,20000,360000
11708,Hot Wheels: Burnin' Rubber,2001,Racing,THQ,GBA,Nintendo,HHC,50000,20000,0,0,70000
11709,John Deere: Harvest in the Heartland,2007,Simulation,Ubisoft,DS,Nintendo,HHC,230000,40000,0,20000,290000
11710,Super Black Bass Fishing,2005,Sports,Majesco Entertainment,DS,Nintendo,HHC,40000,0,0,0,40000
11711,Frontier Gate,2011,RPG,Konami Digital Entertainment,PSP,Sony,HHC,0,0,110000,0,110000
11712,Trigger Man,2004,Shooter,Crave Entertainment,XB,Microsoft,Console,30000,10000,0,0,40000
11713,Trapt,2005,Action,Tecmo Koei,PS2,Sony,Console,30000,20000,0,10000,60000
11714,Seek and Destroy,2002,Racing,Play It,PS2,Sony,Console,520000,400000,0,140000,1060000
11715,Wiffle Ball Advance,2007,Sports,Zoo Digital Publishing,DS,Nintendo,HHC,10000,0,0,0,10000
11716,Driv3r,2004,Racing,Atari,XB,Microsoft,Console,360000,380000,0,30000,770000
11717,NBA 06,2005,Sports,Sony Computer Entertainment,PS2,Sony,Console,260000,200000,0,70000,530000
11718,Tony Hawk's Underground,2003,Sports,Activision,PS2,Sony,Console,2290000,1170000,10000,420000,3890000
11719,Bust-A-Move 2 Arcade Edition,1997,Puzzle,Acclaim Entertainment,N64,Nintendo,Console,60000,20000,0,0,80000
11720,The Croods: Prehistoric Party!,2013,Misc,D3Publisher,Wii,Nintendo,Console,30000,70000,0,10000,110000
11721,Madden NFL 25,2013,Sports,Electronic Arts,PS3,Sony,Console,1590000,30000,0,150000,1770000
11722,Don King Presents: Prizefighter,2008,Sports,Take-Two Interactive,X360,Microsoft,Console,140000,80000,0,20000,240000
11723,18 Wheels of Steel: Extreme Trucker 2,2011,Racing,Rondomedia,PC,PC,PC,80000,20000,0,10000,110000
11724,Art of Fighting Anthology,2006,Fighting,Crave Entertainment,PS2,Sony,Console,20000,20000,0,10000,50000
11725,Monsters vs. Aliens,2009,Action,Activision,PS2,Sony,Console,110000,0,0,80000,190000
11726,Virtua Tennis 2009,2009,Sports,Sega,X360,Microsoft,Console,120000,180000,0,30000,330000
11727,Football Manager 2014,2013,Sports,Sega,PC,PC,PC,0,600000,0,100000,700000
11728,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,X360,Microsoft,Console,1680000,460000,10000,200000,2350000
11729,Finding Nemo: Escape to the Big Blue,2006,Action,THQ,DS,Nintendo,HHC,120000,40000,0,10000,170000
11730,Record of Lodoss War: Eiyuu Sensou,1994,RPG,Sega,SCD,SEGA,Console,0,0,60000,0,60000
11731,Higurashi no Naku Koro ni Matsuri,2007,Adventure,Alchemist,PS2,Sony,Console,0,0,110000,0,110000
11732,Yoostar2,2011,Misc,Unknown,X360,Microsoft,Console,110000,90000,0,20000,220000
11733,Armored Core 4,2006,Simulation,505 Games,PS3,Sony,Console,90000,0,90000,10000,190000
11734,Medalot 7,2012,Action,Rocket Company,3DS,Nintendo,HHC,0,0,130000,0,130000
11735,MLB 2000,1999,Sports,Sony Computer Entertainment,PS,Sony,Console,520000,350000,0,60000,930000
11736,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Adventure,Activision,GBA,Nintendo,HHC,60000,20000,0,0,80000
11737,LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,X360,Microsoft,Console,950000,500000,0,140000,1590000
11738,Might & Magic Heroes VI,2011,RPG,Ubisoft,PC,PC,PC,120000,140000,0,50000,310000
11739,Rugby 2005,2005,Sports,Electronic Arts,XB,Microsoft,Console,40000,10000,0,0,50000
11740,RollerCoaster Tycoon: Gold Edition,2002,Strategy,Infogrames,PC,PC,PC,10000,0,0,0,10000
11741,Legend of Legaia,1998,RPG,Sony Computer Entertainment,PS,Sony,Console,370000,250000,0,40000,660000
11742,National Geographic Panda (US sales),2008,Simulation,Ubisoft,DS,Nintendo,HHC,40000,0,0,0,40000
11743,PD Ultraman Battle Collection 64,1999,Strategy,Namco Bandai Games,N64,Nintendo,Console,0,0,40000,0,40000
11744,The Lord of the Rings: Conquest,2009,Action,Electronic Arts,X360,Microsoft,Console,370000,210000,0,60000,640000
11745,Call of Duty: Roads to Victory,2007,Shooter,Activision,PSP,Sony,HHC,520000,1030000,0,590000,2140000
11746,ATV Offroad Fury 3,2004,Racing,SouthPeak Games,PS2,Sony,Console,1000000,40000,0,160000,1200000
11747,Scooby-Doo! First Frights,2009,Action,Warner Bros. Interactive Entertainment,PS2,Sony,Console,140000,30000,0,160000,330000
11748,Pimp My Ride,2006,Racing,Activision,X360,Microsoft,Console,100000,10000,0,10000,120000
11749,LEGO Harry Potter: Years 5-7,2012,Action,Warner Bros. Interactive Entertainment,PSV,Sony,HHC,90000,100000,0,50000,240000
11750,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,2007,Misc,Namco Bandai Games,DS,Nintendo,HHC,0,0,40000,0,40000
11751,LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,DS,Nintendo,HHC,370000,490000,0,100000,960000
11752,BeatMania IIDX 15: DJ Troopers,2008,Simulation,Konami Digital Entertainment,PS2,Sony,Console,0,0,30000,0,30000
11753,Rayman Origins,2012,Platform,Ubisoft,PC,PC,PC,0,60000,0,10000,70000
11754,World Championship Poker,2004,Misc,Play It,PS2,Sony,Console,800000,30000,0,130000,960000
11755,Worms Forts: Under Siege,2004,Strategy,Sega,XB,Microsoft,Console,50000,10000,0,0,60000
11756,Ace Combat: Joint Assault,2010,Simulation,Namco Bandai Games,PSP,Sony,HHC,60000,50000,150000,30000,290000
11757,Patapon 2,2008,Misc,Sony Computer Entertainment,PSP,Sony,HHC,0,30000,60000,10000,100000
11758,Terraria,2013,Action,Screenlife,PSV,Sony,HHC,0,10000,90000,0,100000
11759,Bubble Bobble Evolution,2006,Puzzle,Rising Star Games,PSP,Sony,HHC,30000,0,0,0,30000
11760,LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,X360,Microsoft,Console,540000,420000,0,100000,1060000
11761,Metal Slug 4 & 5,2005,Shooter,SNK Playmore,PS2,Sony,Console,50000,40000,0,10000,100000
11762,TwinBee,1986,Shooter,Konami Digital Entertainment,NES,Nintendo,Console,0,0,1200000,0,1200000
11763,Advent Rising,2005,Action,THQ,XB,Microsoft,Console,100000,30000,0,0,130000
11764,Nintendo Land,2012,Misc,Nintendo,WiiU,Nintendo,Console,2550000,1110000,460000,330000,4450000
11765,Dramatical Murder Re:code,2014,Adventure,Nitroplus,PSV,Sony,HHC,0,0,10000,0,10000
11766,Power Spike Pro Beach Volleyball,2000,Sports,Infogrames,PS,Sony,Console,30000,20000,0,0,50000
11767,Theme Park,1994,Simulation,Electronic Arts,SAT,SEGA,Console,0,0,80000,0,80000
11768,Kirby's Dream Land 3,1997,Platform,Nintendo,SNES,Nintendo,Console,0,0,360000,0,360000
11769,The Walking Dead: Season One,2014,Adventure,Telltale Games,PS4,Sony,Console,120000,250000,10000,80000,460000
11770,Stormrise,2009,Strategy,Sega,X360,Microsoft,Console,110000,30000,0,10000,150000
11771,Dragon Quest V: Hand of the Heavenly Bride,2008,RPG,Square Enix,DS,Nintendo,HHC,190000,20000,1360000,20000,1590000
11772,Tom Clancy's Ghost Recon,2003,Shooter,Ubisoft,GC,Nintendo,Console,110000,30000,0,0,140000
11773,Pac-Man World 2,2005,Action,Zoo Digital Publishing,GBA,Nintendo,HHC,80000,30000,0,0,110000
11774,Iridium Runners,2008,Racing,SouthPeak Games,PS2,Sony,Console,10000,10000,0,0,20000
11775,Sid Meier's Civilization Revolution,2008,Strategy,Take-Two Interactive,PS3,Sony,Console,490000,190000,10000,100000,790000
11776,Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,PS4,Sony,Console,60000,70000,30000,20000,180000
11777,Pipe Mania,2008,Puzzle,Empire Interactive,PSP,Sony,HHC,60000,0,0,10000,70000
11778,Mighty No. 9,2016,Platform,Deep Silver,XOne,Microsoft,Console,10000,0,0,0,10000
11779,NASCAR 09,2008,Racing,Electronic Arts,X360,Microsoft,Console,230000,0,0,20000,250000
11780,Kids Learn Math: A+ Edition,2011,Misc,Unknown,DS,Nintendo,HHC,140000,0,0,10000,150000
11781,Metal Dungeon,2002,RPG,Xicat Interactive,XB,Microsoft,Console,20000,10000,0,0,30000
11782,Duke Nukem 64,1997,Shooter,GT Interactive,N64,Nintendo,Console,350000,80000,0,10000,440000
11783,NERF N-Strike: Double Blast Bundle,2010,Shooter,Electronic Arts,Wii,Nintendo,Console,90000,0,0,0,90000
11784,SNK Arcade Classics Vol. 1,2008,Misc,Ignition Entertainment,PS2,Sony,Console,90000,70000,0,20000,180000
11785,Donkey Kong Country Returns,2010,Platform,Nintendo,Wii,Nintendo,Console,3250000,1840000,1030000,470000,6590000
11786,Game of Thrones (Telltale),2015,Adventure,Telltale Games,PS4,Sony,Console,40000,0,0,10000,50000
11787,The Godfather II,2009,Action,Electronic Arts,PS3,Sony,Console,410000,220000,10000,110000,750000
11788,Karaoke Revolution Glee 2: Road to Regionals,2011,Misc,Konami Digital Entertainment,Wii,Nintendo,Console,150000,60000,0,20000,230000
11789,"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,THQ,GBA,Nintendo,HHC,370000,140000,0,10000,520000
11790,SSX On Tour,2005,Sports,Electronic Arts,GC,Nintendo,Console,130000,30000,0,0,160000
11791,Sengoku Hime: Senran ni Mau Otometachi,2009,Adventure,Yeti,PSP,Sony,HHC,0,0,10000,0,10000
11792,Prince of Persia (2008),2008,Action,Ubisoft,PC,PC,PC,0,20000,0,0,20000
11793,MLB 11: The Show,2011,Sports,Sony Computer Entertainment,PSP,Sony,HHC,150000,0,0,10000,160000
11794,Beyblade: Metal Masters,2010,Action,Konami Digital Entertainment,DS,Nintendo,HHC,160000,100000,0,30000,290000
11795,Resident Evil: The Umbrella Chronicles,2007,Action,Capcom,Wii,Nintendo,Console,680000,430000,290000,140000,1540000
11796,EA Sports MMA,2010,Fighting,Electronic Arts,PS3,Sony,Console,160000,150000,10000,60000,380000
