,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
15353,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,130000,50000,0,20000,200000
15354,Dead to Rights II,PS2,2005,Shooter,Electronic Arts,100000,80000,0,30000,210000
15355,Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,260000,0,0,20000,280000
15356,Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,10000,0,0,0,10000
15357,Boogie,Wii,2007,Misc,Electronic Arts,430000,30000,0,40000,500000
15358,GRID 2,PS3,2013,Racing,Codemasters,70000,230000,10000,90000,400000
15359,DiRT Rally,PC,2016,Racing,Codemasters,0,30000,0,0,30000
15360,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,60000,50000,0,20000,130000
15361,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,170000,10000,0,20000,200000
15362,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,60000,120000,0,20000,200000
15363,Ballistic,PS,1999,Puzzle,Atari,20000,10000,0,0,30000
15364,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,140000,60000,0,20000,220000
15365,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,Square Enix,0,0,80000,0,80000
15366,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,50000,10000,0,0,60000
15367,Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,90000,0,0,10000,100000
15368,Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,30000,0,10000,40000
15369,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,270000,20000,290000
15370,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,290000,400000,0,130000,820000
15371,Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0,0,100000,0,100000
15372,Justice League: Chronicles,GBA,2003,Platform,Midway Games,30000,10000,0,0,40000
15373,Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,70000,0,70000
15374,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,90000,70000,0,20000,180000
15375,The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0,0,70000,0,70000
15376,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,100000,0,100000
15377,Eternal Sonata,X360,2007,Role-Playing,Atari,190000,40000,80000,20000,330000
15378,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2790000,1890000,0,330000,5010000
15379,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,280000,30000,170000,30000,510000
15380,Angry Birds Star Wars,X360,2013,Strategy,Activision,160000,110000,0,30000,300000
15381,Monster Bomber,DS,2006,Puzzle,505 Games,10000,0,0,0,10000
15382,Choro Q2,PS,1997,Racing,Takara,0,0,230000,20000,250000
15383,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,90000,10000,150000,10000,260000
15384,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0,0,530000,0,530000
15385,MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,1260000,70000,0,210000,1540000
15386,The Incredible Hulk,DS,2008,Action,Sega,220000,0,0,20000,240000
15387,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,220000,40000,0,20000,280000
15388,RealSports Boxing,2600,1986,Sports,Atari,280000,20000,0,0,300000
15389,Assassin's Creed III,X360,2012,Action,Ubisoft,3130000,1710000,30000,440000,5310000
15390,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,140000,10000,0,10000,160000
15391,Atari Classics Evolved,PSP,2007,Misc,Atari,80000,0,0,10000,90000
15392,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0,0,20000,0,20000
15393,The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,710000,380000,0,50000,1140000
15394,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0,0,110000,0,110000
15395,Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,400000,150000,0,10000,560000
15396,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0,0,70000,0,70000
15397,Championship Manager 2010,PC,2009,Sports,Eidos Interactive,0,10000,0,0,10000
15398,Jewel Master: Cradle of Athena,DS,2010,Puzzle,Storm City Games,180000,0,0,10000,190000
15399,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,50000,0,0,10000,60000
15400,SAW,PC,2009,Action,Konami Digital Entertainment,0,20000,0,0,20000
15401,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,20000,0,20000
15402,The Wolf Among Us,X360,2011,Adventure,Telltale Games,10000,30000,0,0,40000
15403,Block Party,Wii,2008,Misc,Activision,140000,0,0,10000,150000
15404,Crash of the Titans,Wii,2007,Action,Vivendi Games,400000,30000,0,40000,470000
15405,Runaway: A Twist of Fate,DS,2009,Adventure,Focus Home Interactive,0,20000,0,0,20000
15406,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,400000,150000,0,10000,560000
15407,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,10000,10000,0,0,20000
15408,John Madden Football,SNES,1991,Sports,Imagineer,0,0,70000,0,70000
15409,ATV Quad Power Racing 2,GC,2003,Racing,Acclaim Entertainment,220000,60000,0,10000,290000
15410,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,200000,140000,0,20000,360000
15411,White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0,0,20000,0,20000
15412,Puzzle Chronicles,DS,2010,Puzzle,Konami Digital Entertainment,10000,0,0,0,10000
15413,Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,150000,120000,0,40000,310000
15414,TimeShift,PS3,2007,Shooter,Vivendi Games,140000,10000,0,10000,160000
15415,NBA 2K2,GC,2002,Sports,Sega,90000,20000,0,0,110000
15416,Dynasty Warriors,PS,1997,Action,Tecmo Koei,90000,60000,110000,20000,280000
15417,Saints Row: The Third,PC,2011,Action,THQ,160000,160000,0,60000,380000
15418,Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0,0,400000,0,400000
15419,Yu Yu Hakusho: Dark Tournament,PS2,2004,Fighting,Atari,100000,80000,0,30000,210000
15420,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,80000,0,0,10000,90000
15421,Dark Summit,GC,2002,Sports,THQ,40000,10000,0,0,50000
15422,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,60000,40000,0,10000,110000
15423,The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,290000,130000,0,40000,460000
15424,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3440000,0,3440000
15425,Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,90000,840000,110000,150000,1190000
15426,Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0,0,350000,0,350000
15427,Test Drive 5,PS,1997,Racing,Accolade,1050000,200000,0,50000,1300000
15428,Pokemon Black 2/Pokemon White 2,DS,2012,Role-Playing,Nintendo,2910000,1860000,3140000,430000,8340000
15429,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,230000,160000,0,30000,420000
15430,Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,320000,10000,330000
15431,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,110000,40000,0,0,150000
15432,Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,50000,0,0,0,50000
15433,Rugby 2005,PS2,2005,Sports,Electronic Arts,40000,30000,0,10000,80000
15434,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1720000,1210000,0,140000,3070000
15435,Samurai Shodown III,NG,1995,Fighting,SNK,0,0,80000,0,80000
15436,The Evil Within,X360,2014,Action,Bethesda Softworks,250000,200000,10000,40000,500000
15437,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,20000,10000,0,0,30000
15438,Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,440000,0,0,30000,470000
15439,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,170000,0,0,10000,180000
15440,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,330000,0,0,30000,360000
15441,Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,40000,0,170000,0,210000
15442,Phantom Dust,XB,2004,Action,Microsoft Game Studios,80000,20000,0,0,100000
15443,ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,60000,0,60000
15444,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,120000,90000,0,30000,240000
15445,NBA 2K16,PC,2015,Sports,Take-Two Interactive,20000,60000,0,10000,90000
15446,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,50000,90000,0,20000,160000
15447,Commando,2600,1987,Action,Activision,440000,20000,0,0,460000
15448,Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,70000,50000,0,20000,140000
15449,Thor: God of Thunder,PS3,2011,Action,Sega,70000,60000,0,20000,150000
15450,Amnesia,PSP,2011,Adventure,Idea Factory,0,0,40000,0,40000
15451,Myst,SAT,1994,Adventure,Sunsoft,0,0,60000,0,60000
15452,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,60000,0,60000
15453,Final Fight: Streetwise,PS2,2006,Action,Capcom,30000,20000,0,10000,60000
15454,MLB SlugFest 20-04,GC,2003,Sports,Midway Games,30000,10000,0,0,40000
15455,Sonic the Hedgehog,PS3,2006,Platform,Sega,410000,70000,40000,660000,1180000
15456,Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,40000,0,40000
15457,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0,20000,0,0,20000
15458,Driven,GBA,2001,Racing,BAM! Entertainment,20000,10000,0,0,30000
15459,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0,0,30000,0,30000
15460,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,140000,0,60000,10000,210000
15461,Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0,0,50000,0,50000
15462,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,130000,0,0,10000,140000
15463,Bleach: Dark Souls,DS,2007,Fighting,Sega,120000,20000,0,10000,150000
15464,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,290000,20000,0,30000,340000
15465,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,180000,10000,300000,20000,510000
15466,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,10000,0,0,10000
15467,New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,70000,0,0,10000,80000
15468,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,50000,10000,0,0,60000
15469,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1220000,50000,0,0,1270000
15470,Madden NFL 09,PS2,2008,Sports,Electronic Arts,1220000,0,0,270000,1490000
15471,Kiss Bell,PSV,2014,Adventure,Giga,0,0,20000,0,20000
15472,The King of Route 66,PS2,2003,Racing,Sega,30000,20000,0,10000,60000
15473,The Suffering: Ties That Bind,XB,2005,Action,Midway Games,70000,20000,0,0,90000
15474,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,100000,30000,0,20000,150000
15475,Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0,0,20000,0,20000
15476,Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,130000,0,0,10000,140000
15477,The Evil Within,PS3,2014,Action,Bethesda Softworks,260000,390000,120000,140000,910000
15478,Paper Mario,N64,2000,Role-Playing,Nintendo,580000,180000,590000,20000,1370000
15479,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,350000,160000,0,50000,560000
15480,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0,0,300000,0,300000
15481,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,140000,40000,0,0,180000
15482,Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,City Interactive,30000,40000,0,10000,80000
15483,"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,310000,210000,0,40000,560000
15484,FIFA Street,XB,2005,Sports,Electronic Arts,80000,20000,0,0,100000
15485,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,50000,10000,0,0,60000
15486,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1550000,0,0,0,1550000
15487,Gex,PS,1995,Platform,Crystal Dynamics,490000,330000,0,60000,880000
15488,Tony Hawk's Project 8,PS2,2006,Sports,Activision,720000,30000,0,120000,870000
15489,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,240000,160000,40000,30000,470000
15490,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0,0,40000,0,40000
15491,Veggy World,DS,2011,Shooter,Jack of All Games,20000,0,0,0,20000
15492,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,50000,0,10000,60000
15493,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,160000,60000,0,0,220000
15494,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,30000,0,30000
15495,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,140000,0,140000
15496,Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory,0,0,20000,0,20000
15497,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0,0,10000,0,10000
15498,Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0,0,30000,0,30000
15499,Cool Boarders 2,PS,1997,Sports,UEP Systems,1520000,460000,200000,80000,2260000
15500,Snow Portable,PSP,2007,Adventure,Prototype,0,0,20000,0,20000
15501,Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,110000,80000,70000,30000,290000
15502,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,80000,20000,0,20000,120000
15503,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,140000,40000,0,10000,190000
15504,Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,60000,0,20000,10000,90000
15505,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,450000,470000,0,280000,1200000
15506,Digimon Racing,GBA,2004,Racing,Namco Bandai Games,90000,30000,0,0,120000
15507,Yourself Fitness,PS2,2005,Sports,responDESIGN,20000,20000,0,10000,50000
15508,Rio,PS3,2011,Misc,THQ,40000,90000,0,30000,160000
15509,Sonic Free Riders,X360,2010,Racing,Sega,740000,260000,0,90000,1090000
15510,To Heart,PS,1999,Adventure,Aqua Plus,0,0,130000,10000,140000
15511,Destiny: The Taken King,XOne,2015,Shooter,Activision,820000,230000,0,110000,1160000
15512,The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,120000,80000,0,10000,210000
15513,Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,100000,30000,0,0,130000
15514,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,280000,20000,0,30000,330000
15515,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,80000,0,80000
15516,Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,100000,0,100000
15517,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,100000,70000,0,20000,190000
15518,X-Men Origins: Wolverine,PS2,2009,Action,Activision,130000,0,0,50000,180000
15519,Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,30000,10000,0,0,40000
15520,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,100000,0,0,10000,110000
15521,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,30000,0,30000
15522,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,90000,30000,0,0,120000
15523,New Legends,XB,2002,Action,THQ,70000,20000,0,0,90000
15524,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,210000,10000,0,20000,240000
15525,Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,110000,90000,30000,20000,250000
15526,Without Warning,XB,2005,Shooter,Capcom,10000,0,0,0,10000
15527,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,100000,0,0,10000,110000
15528,Binary Domain,PS3,2012,Action,Sega,90000,80000,140000,30000,340000
15529,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,30000,0,0,0,30000
15530,WWE Survivor Series,GBA,2004,Fighting,THQ,90000,40000,0,0,130000
15531,Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision,110000,40000,0,0,150000
15532,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,2170000,10000,2180000
15533,Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment,10000,0,0,0,10000
15534,Viewtiful Joe,PS2,2004,Action,Capcom,140000,110000,0,40000,290000
15535,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,60000,50000,0,20000,130000
15536,GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,340000,130000,0,20000,490000
15537,Lair,PS3,2007,Action,Sony Computer Entertainment,360000,40000,80000,40000,520000
15538,Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,30000,0,30000
15539,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,20000,0,0,20000
15540,Tokyo Highway Battle,PS,1996,Racing,Jaleco,60000,40000,210000,20000,330000
15541,Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,580000,0,0,50000,630000
15542,Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,20000,0,0,20000
15543,Desert Falcon,2600,1987,Shooter,Atari,240000,10000,0,0,250000
15544,Chicken Riot,Wii,2010,Action,City Interactive,150000,160000,0,30000,340000
15545,Sega Soccer Slam,XB,2002,Sports,Sega,40000,10000,0,0,50000
15546,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0,40000,40000,10000,90000
15547,Up,PS3,2009,Action,THQ,150000,70000,0,30000,250000
15548,Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,130000,100000,0,20000,250000
15549,Gameboy Gallery,GB,1995,Misc,Nintendo,0,0,300000,0,300000
15550,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0,0,30000,0,30000
15551,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,20000,0,20000
15552,Clockwork Knight,SAT,1994,Platform,Sega,0,0,90000,0,90000
15553,Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,220000,80000,0,10000,310000
15554,NBA 2K17,PS4,2016,Sports,Take-Two Interactive,830000,140000,0,220000,1190000
15555,Rampage,2600,1988,Action,Activision,220000,10000,0,0,230000
15556,My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0,100000,0,40000,140000
15557,Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,Square Enix,860000,480000,0,170000,1510000
15558,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,90000,0,0,10000,100000
15559,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,20000,10000,120000,10000,160000
15560,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0,0,50000,0,50000
15561,Mario Tennis,N64,2000,Sports,Nintendo,780000,400000,1060000,70000,2310000
15562,Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,120000,0,0,10000,130000
15563,Starsky & Hutch,GC,2003,Racing,BAM! Entertainment,80000,20000,0,0,100000
15564,Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft,160000,20000,0,10000,190000
15565,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,40000,30000,110000,10000,190000
15566,Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,10000,0,0,0,10000
15567,Over the Hedge,GC,2006,Platform,Activision,270000,70000,0,10000,350000
15568,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,360000,900000,0,270000,1530000
15569,Foto Showdown,DS,2010,Role-Playing,Unknown,30000,0,0,0,30000
15570,Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,340000,180000,0,20000,540000
15571,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,50000,0,10000,60000
15572,Unreal Anthology,PC,2006,Shooter,Midway Games,0,20000,0,0,20000
15573,Adventure Time: The Secret of the Nameless,3DS,2014,Adventure,Little Orbit,10000,0,0,0,10000
15574,Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,30000,10000,0,10000,50000
15575,WWE Day of Reckoning,GC,2004,Fighting,THQ,350000,90000,0,10000,450000
15576,Dreamworks Madagascar Kartz,DS,2009,Racing,Activision,250000,80000,0,30000,360000
15577,Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,170000,280000,50000,100000,600000
15578,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0,0,20000,0,20000
15579,HotBrain,PSP,2007,Puzzle,Midway Games,20000,0,0,0,20000
15580,Disaster Report,PS2,2002,Action,Agetec,30000,20000,150000,10000,210000
15581,The Saboteur,PC,2009,Action,Electronic Arts,0,50000,0,10000,60000
15582,Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,150000,0,0,10000,160000
15583,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,120000,30000,160000,20000,330000
15584,Monopoly,PS,1997,Misc,Hasbro Interactive,1180000,270000,0,50000,1500000
15585,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,90000,330000,200000,180000,800000
15586,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,640000,240000,290000,20000,1190000
15587,The Dog Island,Wii,2007,Adventure,Ubisoft,350000,10000,0,30000,390000
15588,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,30000,20000,0,10000,60000
15589,Ratchet & Clank: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0,530000,0,40000,570000
15590,Trine,PC,2009,Action,Nobilis,0,10000,0,0,10000
15591,The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0,0,480000,0,480000
15592,Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,60000,50000,0,20000,130000
15593,Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,130000,0,130000
15594,Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,DSI Games,10000,0,0,0,10000
15595,Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,140000,50000,0,0,190000
15596,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,60000,0,60000
15597,Blur,X360,2010,Racing,Activision,250000,280000,0,60000,590000
15598,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,380000,500000,0,110000,990000
15599,Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,20000,0,20000
15600,Final Fantasy,NES,1987,Role-Playing,SquareSoft,320000,0,520000,0,840000
15601,MetropolisMania,PS2,2001,Strategy,Natsume,40000,30000,0,10000,80000
15602,World Series of Poker,PS2,2005,Misc,Activision,390000,10000,0,60000,460000
15603,Sonic & Sega All-Stars Racing,Wii,2010,Racing,Sega,650000,710000,0,150000,1510000
15604,Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,270000,0,270000
15605,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,250000,170000,0,30000,450000
15606,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,90000,90000,0,40000,220000
15607,Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0,0,60000,0,60000
15608,Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,10000,0,0,0,10000
15609,Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,60000,10000,10000,10000,90000
15610,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,20000,10000,0,0,30000
15611,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,60000,0,30000,20000,110000
15612,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,940000,20000,0,80000,1040000
15613,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,130000,0,130000
15614,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,30000,0,10000,40000
15615,Metro: Last Light,PS3,2013,Action,Deep Silver,140000,200000,30000,80000,450000
15616,Wheel of Fortune,Wii,2010,Misc,THQ,890000,40000,0,60000,990000
15617,Primal,PS2,2003,Action,Sony Computer Entertainment,210000,170000,0,60000,440000
15618,Torino 2006,XB,2006,Sports,Take-Two Interactive,30000,10000,0,0,40000
15619,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1510000,0,290000,120000,1920000
15620,Adventures of Tron,2600,1981,Action,Mattel Interactive,630000,30000,0,10000,670000
15621,FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,130000,700000,10000,370000,1210000
15622,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0,0,50000,0,50000
15623,Overwatch,PC,2016,Shooter,Activision,220000,180000,0,40000,440000
15624,BloodRayne,GC,2002,Shooter,Universal Interactive,90000,20000,0,0,110000
15625,Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,20000,0,0,20000
15626,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,60000,0,60000
15627,The Simpsons Game,PS2,2007,Action,Electronic Arts,350000,30000,0,1130000,1510000
15628,Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,360000,60000,0,30000,450000
15629,Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,80000,0,0,10000,90000
15630,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,Activision,60000,20000,0,0,80000
15631,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,30000,20000,0,0,50000
15632,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1980000,700000,0,110000,2790000
15633,Pitfall!,2600,1981,Platform,Activision,4210000,240000,0,50000,4500000
15634,The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,160000,100000,0,30000,290000
15635,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0,10000,0,0,10000
15636,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,10000,0,10000
15637,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,140000,90000,570000,60000,860000
15638,Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,30000,0,0,0,30000
15639,Moto Racer,PS,1997,Racing,Electronic Arts,450000,300000,0,50000,800000
15640,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,50000,0,0,0,50000
